"Story","Title","Result","Date","Stability","Duration (s)"
"Identifying a new customer","Identifying a new customer living in the UK","SUCCESS","2018-11-04T14:04:04.236-05:00[America/Bogota]","0.0","0.01"
"Identifying a new customer","Identifying a new customer not living in the UK","COMPROMISED","2018-11-04T14:04:04.248-05:00[America/Bogota]","0.0","0.01"
